,Source,Filter,Obs_number,Detected Name,Date obs,RA,DEC,Error_circle (arcsec),Position_source,nH,Mag_raw,Mag_err,Upper_limit,zp_offset,SExtractor_Flag,Astrometric_err,An_extinction,An_extinction_err,Mag_corr,Mag_err_corr,Flux (erg/s/cm2),Flux_err,F_NIR_upplim,Distance (kpc),D_errup,D_errlow,Distance_source,L_NIR,L_NIR_errup,L_NIR_errlow,L_NIR_upplim,Xray_Flux (erg/s/cm2),Xray_errup,Xray_errlow,Xray_upplim,Xray_Flux_source,L_X,L_X_errup,L_X_errlow,L_X_upplim,Comments
103,RXS_J180408.9-342058,H,1165,,2018-06-19,18 4 8.371,-34 20 51.38,0.5,"Baglio+2015, EFOSC2",1.94e+21,,,19.41325573,-0.06179437058,,0.2182411499,0.1896648045,0.00317873974,,,,,2.0115184459039735e-14,5.8,,,Chenevez+2012,,,,8.096381446784906e+31,,,,,,,,,,
104,MAXI_J0556-332,H,2800,S,2014-05-07,05 56 46.3,-33 10 26.3,0.5,"Coriat+2011, ACTA",2.65e+20,19.272583,0.06301315,,-0.04212800133,0.0,0.2656927252,0.02590782123,0.0004342092943,19.2888028,0.06528845491,2.26e-14,1.31e-15,,46.0,15.0,15.0,Homan+2014,5.721831402898661e+33,2.6594226720471734e+33,2.6594226720471734e+33,,3e-14,2e-14,2e-14,,Thesis Bilal 2018,7.595351419776984e+33,6.156967503779922e+33,6.156967503779922e+33,,Did astronomy with GDR3 sources within 5' instead of 1' because very empty field so otherwise astrometry determined by only ~3 GDR sources 
105,MAXI_J0556-332,Ks,2809,S,2014-05-07,05 56 46.3,-33 10 26.3,0.5,"Coriat+2011, ACTA",2.65e+20,19.04228,0.07614971,,0.01237944321,0.0,0.2981387434,0.01658100559,0.0002778939484,19.0133205,0.07960632379,1.88e-14,1.32e-15,,46.0,15.0,15.0,Homan+2014,4.759753556393576e+33,2.220287231246047e+33,2.220287231246047e+33,,3e-14,2e-14,2e-14,,Thesis Bilal 2018,7.595351419776984e+33,6.156967503779922e+33,6.156967503779922e+33,,Did astronomy with GDR3 sources within 5' instead of 1' because very empty field so otherwise astrometry determined by only ~3 GDR sources 
106,RXS_J171824.2-402934,Ks,246,S,2013-06-17,17 18 24.144,-40 29 33.04,0.6,"t Zand+2005, Chandra",6.68e+21,19.06843282,0.2,18.2803005,-0.1152024719,,0.1964688843,0.4179664804,0.007005024812,18.76566881,0.2001668893,2.36e-14,4.35e-15,3.693551098005436e-14,9.0,,,"t Zand+2005, Chandra",2.2872201912485322e+32,,,3.579646037612805e+32,1.5e-11,5e-12,5e-12,,Thesis Bilal 2018,1.4537416469799994e+35,,,,Applied PSF but did not return error
107,RXS_J171824.2-402934,H,256,,2013-06-17,17 18 24.144,-40 29 33.04,0.6,"t Zand+2005, Chandra",6.68e+21,,,18.10829136,-0.07997835186,,0.256887114,0.6530726257,0.01094535127,,,,,6.69128868867547e-14,9.0,,,"t Zand+2005, Chandra",,,,6.484936692462478e+32,1.5e-11,5e-12,5e-12,,Thesis Bilal 2018,1.4537416469799994e+35,,,,Maybe there is a source like in finderchart here but blended -> no not visible with PSF
108,RXS_J171824.2-402934,J,271,,2013-06-17,17 18 24.144,-40 29 33.04,0.6,"t Zand+2005, Chandra",6.68e+21,,,18.74920245,-0.06861976538,,0.2661379611,1.052379888,0.01763765176,,,,,5.052720598299371e-14,9.0,,,"t Zand+2005, Chandra",,,,4.896900242867664e+32,1.5e-11,5e-12,5e-12,,Thesis Bilal 2018,1.4537416469799994e+35,,,,Maybe there is a source like in finderchart here but blended -> no not visible with PSF
109,Swift_J1922.7-1716,Ks,296,,2013-06-17,19 22 37.00,-17 17 1.1,0.61,"Barthelmy+2011, UVOT",7.38e+20,,,20.36759605,-0.04508978529,,0.03045142284,0.04617653631,0.0007739084298,,,,,5.4016431710569736e-15,4.8,,,Degenaar+2012,,,,1.4890844235644456e+31,,,,,,,,,,
110,Swift_J1922.7-1716,H,306,,2013-06-17,19 22 37.00,-17 17 1.1,0.61,"Barthelmy+2011, UVOT",7.38e+20,,,21.0688995,-0.07854922081,,0.0432194421,0.07215083799,0.001209231922,,,,,4.377906797041071e-15,4.8,,,Degenaar+2012,,,,1.2068684681396945e+31,,,,,,,,,,Noisy
111,Swift_J1922.7-1716,H,849,,2013-06-18,19 22 37.00,-17 17 1.1,0.61,"Barthelmy+2011, UVOT",7.38e+20,,,21.18076741,-0.03949304603,,0.03845015111,0.07215083799,0.001209231922,,,,,3.949292927362406e-15,4.8,,,Degenaar+2012,,,,1.088711415396558e+31,,,,,,,,,,There is a source detected inside and near the edge of the larger XRT error circle with magnitude 21.24877 (see finder chart) but we assume this is not our source since it is far from the UVOT position.
112,SAX_J1712.6-3739,J,619,,2013-06-18,17 12 36.77,-37 38 41.028,0.6,"Wiersema+2009, Chandra",1.13e+22,,,17.70576897,-0.0770733905,,0.1472230222,1.780223464,0.02983614744,,,,,1.3209874012298986e-13,7.0,,,Cocchi+2001,,,,7.744719803694265e+32,2.5e-09,1e-09,1e-09,,Thesis Bilal 2018,1.465706598806995e+37,,,,S1 and S2 are named here in accordance with this paper 
113,SAX_J1712.6-3739,H,634,S1,2013-06-18,17 12 36.77,-37 38 41.028,0.6,"Wiersema+2009, Chandra",1.13e+22,16.985981,0.12083173,,-1.972387419,0.0,0.1929816806,1.104748603,0.01851533972,18.25067628,0.1800207958,5.87e-14,9.68e-15,,7.0,,,Cocchi+2001,3.4414790939988245e+32,,,,2.5e-09,1e-09,1e-09,,Thesis Bilal 2018,1.465706598806995e+37,,,,systematic magnitude offset but is fixed with calibration
114,SAX_J1712.6-3739,Ks,644,S1,2013-06-18,17 12 36.77,-37 38 41.028,0.6,"Wiersema+2009, Chandra",1.13e+22,17.231106,0.15447854,,-1.073304717,0.0,0.1377123385,0.7070391061,0.01184981742,17.59737183,0.1549996982,6.93e-14,9.86e-15,,7.0,,,Cocchi+2001,4.0629386918929904e+32,,,,2.5e-09,1e-09,1e-09,,Thesis Bilal 2018,1.465706598806995e+37,,,,systematic magnitude offset but is fixed with calibration
115,MAXI_J1421-613,Ks,3675,,2014-05-10,14 21 37.2,-61 36 25.4,0.3,"Coriat+2014, ACTA",1.66e+22,,,18.28987014,-0.05212641034,,0.2124971315,1.038659218,0.01740769639,,,,,3.661139318948344e-14,3.0,,,Nobukawa+2020,,,,3.9424820024823693e+31,,,,8.1e-14,Chakrabarty+2014,,,,8.722449881879995e+31,2 other sources within XRT error circle but not within ACTA error circle
116,MAXI_J1421-613,H,3684,,2014-05-10,14 21 37.2,-61 36 25.4,0.3,"Coriat+2014, ACTA",1.66e+22,,,18.48199152,-0.03962194253,,0.3187259825,1.622905028,0.02719952561,,,,,4.74274422035694e-14,3.0,,,Nobukawa+2020,,,,5.107203551190052e+31,,,,8.1e-14,Chakrabarty+2014,,,,8.722449881879995e+31,
117,SAX_J1806.5-2215,Ks,729,S,2013-06-18,18 06 32.177,-22 14 17.20,0.6,"Chakrabarty+2011, Chandra",9.97e+21,17.85493,0.1640725,,-0.1498871037,0.0,0.1217522666,0.6238212291,0.0104551044,17.38099673,0.1644635352,8.46e-14,1.28e-14,,8.0,,,Cornelisse+2002,6.478303517208649e+32,,,,3.5e-09,7e-10,7e-10,,Thesis Bilal 2018,2.680149209247077e+37,,,,
118,SAX_J1806.5-2215,Ks,734,S,2013-06-18,18 06 32.177,-22 14 17.20,0.6,"Chakrabarty+2011, Chandra",9.97e+21,-8.11128,0.13127564,,-26.04319397,0.0,0.1517967536,0.6238212291,0.0104551044,17.30809215,0.1317681725,9.04e-14,1.09e-14,,8.0,,,Cornelisse+2002,6.922442529026737e+32,,,,3.5e-09,7e-10,7e-10,,Thesis Bilal 2018,2.680149209247077e+37,,,,Initially very large magnitude offset but seems fixed after 2MASS calibration
119,SAX_J1806.5-2215,Ks,3433,S,2014-05-09,18 06 32.177,-22 14 17.20,0.6,"Chakrabarty+2011, Chandra",9.97e+21,13.29678744,0.2,,-4.327904689,1.0,0.1756860871,0.6238212291,0.0104551044,17.0008709,0.2,1.2e-13,2.21e-14,,8.0,,,Cornelisse+2002,9.189083003132836e+32,,,,3.5e-09,7e-10,7e-10,,Thesis Bilal 2018,2.680149209247077e+37,,,,Applied psf but returned no error so took 0.2 as error & Magnitude offset but fixed after 2MASS calibration
120,XTE_J1728-295,Ks,3784,,2014-05-10,17 28 38.853,-29 21 43.181,0.15,"Van den Eijnden+2019, VLA",4.49e+21,,,17.63468416,-0.1300814387,,0.2014702913,0.2809385475,0.004708467276,,,,,6.694076136573206e-14,8.0,,,,,,,5.1260351040218305e+32,,,,,,,,,,
121,XTE_J1901+014,Ks,3803,,2014-05-10,19 1 40.2 ,1 26 26.5,0.64,"Karasev+2012, Chandra",8.49e+21,,,19.39027184,-0.05003659848,,0.06984542922,0.5312178771,0.008903092912,,,,,1.3287876271966864e-14,8.0,,,,,,,1.0175283166538569e+32,1.01e-10,,,,Karasev+2008,7.734144860970137e+35,,,,
122,GX_9+9,Ks,1128,S2,2018-06-19,17 31 44.17464,-16 57 40.8852,1.0,"Cutri+2003, 2MASS",1.9e+21,14.16522,0.004716806,,-0.03058549083,3.0,0.2151402044,0.1188826816,0.001992447177,14.07692287,0.007736478678,1.77e-12,7.7e-15,,10.0,,,Savolainen+2008,2.117796473378271e+34,,,,9.29e-09,2.5e-11,2.5e-11,,Build swift XRT products,1.1115440247279175e+38,,,,
123,GX_9+9,H,1133,S2,2018-06-19,17 31 44.17464,-16 57 40.8852,1.0,"Cutri+2003, 2MASS",1.9e+21,14.299405,0.0032916737,,0.02248540416,3.0,0.2718857868,0.1857541899,0.003113198714,14.09116517,0.007979178073,2.71e-12,8.2e-15,,10.0,,,Savolainen+2008,3.2425019451158837e+34,,,,9.29e-09,2.5e-11,2.5e-11,,Build swift XRT products,1.1115440247279175e+38,,,,
124,GX_9+9,J,1138,S2,2018-06-19,17 31 44.17464,-16 57 40.8852,1.0,"Cutri+2003, 2MASS",1.9e+21,14.78176,0.0034352895,,-0.02657166192,3.0,0.2953529767,0.2993296089,0.005016697357,14.50900188,0.006989385784,2.51e-12,7.94e-15,,10.0,,,Savolainen+2008,3.0032029085759664e+34,,,,9.29e-09,2.5e-11,2.5e-11,,Build swift XRT products,1.1115440247279175e+38,,,,
125,4U_1702-429,Ks,1096,S,2018-06-19,17 06 15.314,-43 02 08.69,0.6,"Wachter+2005, Chandra",9.95e+21,16.90177542,0.009477545574,,-0.177707433,,0.196483261,0.6225698324,0.01043413127,16.45691302,0.01449229989,1.98e-13,2.64e-15,,5.46,0.19,0.19,Galloway+2008,7.062548286136272e+32,3.600967405422991e+31,3.600967405422991e+31,,2.02e-09,2.6e-11,2.6e-11,,Build swift XRT products,7.205226029290541e+36,3.665149175775631e+35,3.665149175775631e+35,,Applied psf
126,4U_1702-429,H,1102,S,2018-06-19,17 06 15.314,-43 02 08.69,0.6,"Wachter+2005, Chandra",9.95e+21,17.55600686,0.2,,-0.2386764269,,0.1763535398,0.9727653631,0.01630333011,16.82191792,0.2,2.19e-13,4.03e-14,,5.46,0.19,0.19,Galloway+2008,7.811606437696181e+32,1.487995136236793e+32,1.487995136236793e+32,,2.02e-09,2.6e-11,2.6e-11,,Build swift XRT products,7.205226029290541e+36,3.665149175775631e+35,3.665149175775631e+35,,Applied psf. fit does not look great. no error returned so took error of 0.2 
127,4U_1702-429,J,1108,S,2018-06-19,17 06 15.314,-43 02 08.69,0.6,"Wachter+2005, Chandra",9.95e+21,18.95134346,0.03104358061,,-0.06078711479,,0.1927876064,1.567541899,0.02627165195,17.44458867,0.04072530327,1.68e-13,6.3e-15,,5.46,0.19,0.19,Galloway+2008,5.992465212479261e+32,3.7076491969273796e+31,3.7076491969273796e+31,,2.02e-09,2.6e-11,2.6e-11,,Build swift XRT products,7.205226029290541e+36,3.665149175775631e+35,3.665149175775631e+35,,Applied psf
